date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,macd_hist,macd_hist_prev,entry_price,entry_date
2018-06-04,GLDRUB_TOM,BUY,1,2579.0,0.0,signal,2534.9285714285716,2645.1071428571427,0.64,2,1,35.42857142857143,2612.175,2562.84,-4.001218714333845,4.044735056391801,up,22.035714285714285,-8.045953770725646,-9.371435878336115,,
2018-06-15,GLDRUB_TOM,SELL,1,2590.0,11.0,signal,2564.6428571428573,2645.1071428571427,0.77,1,3,53.15126050420168,2586.85,2588.76,0.13516214818173466,-0.8486793702915573,,,0.9838415184732919,1.5479223902222892,2579.0,2018-06-04
2018-08-23,GLDRUB_TOM,BUY,1,2609.0,0.0,signal,2543.214285714286,2707.6785714285716,0.85,3,1,69.37321937321937,2531.525,2529.5,22.69107106235424,13.95881104551757,up,32.892857142857146,8.73226001683667,8.378215878504953,,
2018-09-06,GLDRUB_TOM,SELL,1,2625.0,16.0,stop_loss,2636.4285714285716,2707.6785714285716,1.0,2,3,80.1980198019802,2604.525,2539.76,30.904149222908018,27.36660337763164,,,3.5375458452763766,0.8283065283586168,2609.0,2018-08-23
2018-10-04,GLDRUB_TOM,BUY,1,2589.5,0.0,signal,2540.214285714286,2663.4285714285716,0.79,3,1,37.00787401574803,2586.4,2572.86,-17.204505845133554,-13.808209408585592,up,24.642857142857142,-3.3962964365479618,-9.278992304519624,,
2018-10-09,GLDRUB_TOM,SELL,1,2540.214285714286,-49.28571428571422,stop_loss,2540.214285714286,2663.4285714285716,0.42000000000000004,1,1,43.54838709677419,2567.7,2578.98,-13.101343090878345,-13.695016564777166,,,0.5936734738988214,0.15775554730262797,2589.5,2018-10-04
2018-11-01,GLDRUB_TOM,BUY,2,2600.0,0.0,signal,2561.285714285714,2658.0714285714284,0.8,3,1,52.18390804597702,2582.15,2593.11,3.949768861211396,3.2331662941491017,sideways,19.357142857142858,0.7166025670622944,-0.1801155627673281,,
2018-11-15,GLDRUB_TOM,SELL,2,2595.5714285714284,-8.857142857143117,stop_loss,2595.5714285714284,2658.0714285714284,0.92,1,4,44.55205811138015,2599.075,2591.01,7.587761223951929,8.515437595856111,,,-0.9276763719041821,2.136590955209499,2600.0,2018-11-01
2018-12-04,GLDRUB_TOM,BUY,2,2656.0,0.0,signal,2616.5714285714284,2715.1428571428573,0.89,3,1,60.739030023094685,2613.825,2587.32,11.657763268510735,7.915092228872503,up,19.714285714285715,3.742671039638232,2.1930113505322044,,
2018-12-19,GLDRUB_TOM,SELL,2,2715.0,118.0,signal,2682.785714285714,2715.1428571428573,1.0,2,3,83.65384615384616,2646.375,2615.3,20.643938809995234,16.18159546468754,,,4.462343345307694,2.0510105058572954,2656.0,2018-12-04
2018-12-25,GLDRUB_TOM,BUY,1,2750.0,0.0,signal,2703.4928571428572,2819.760714285714,0.72,2,1,69.4672131147541,2677.3,2630.54,38.51536637614572,27.153397174386356,up,23.25357142857144,11.361969201759365,13.745416627863072,,
2018-12-26,GLDRUB_TOM,SELL,1,2819.760714285714,69.76071428571413,take_profit,2777.207142857143,2819.760714285714,1.0,2,3,76.31160572337043,2687.675,2635.43,45.135383113859916,30.749794362281072,,,14.385588751578844,11.361969201759365,2750.0,2018-12-25
2019-01-28,GLDRUB_TOM,BUY,2,2760.0,0.0,signal,2708.0714285714284,2837.8928571428573,1.0,4,1,25.08196721311475,2779.725,2696.95,8.014988923278452,17.70810122286579,up,25.964285714285715,-9.693112299587337,-12.427513352055072,,
2019-02-08,GLDRUB_TOM,SELL,2,2784.5,49.0,signal,2755.0714285714284,2837.8928571428573,0.87,1,3,71.0801393728223,2761.725,2729.37,11.850444474421693,12.529961756666873,,,-0.6795172822451807,-1.1291781920282595,2760.0,2019-01-28
2019-02-15,GLDRUB_TOM,BUY,2,2822.0,0.0,signal,2789.0,2871.5,0.72,2,1,68.23529411764706,2767.15,2745.61,13.461715565569193,11.03161683146898,up,16.5,2.4300987341002127,0.0789308519939862,,
2019-02-21,GLDRUB_TOM,SELL,2,2807.5,-29.0,stop_loss,2809.4285714285716,2871.5,0.54,2,0,53.444180522565325,2786.0,2759.81,17.777552773436128,15.064031848162664,,,2.713520925273464,5.439650140168471,2822.0,2019-02-15
2019-06-17,GLDRUB_TOM,BUY,1,2762.5,0.0,signal,2714.285714285714,2834.8214285714284,0.72,2,1,69.90291262135922,2717.6,2691.65,29.45534940808102,23.944066834347062,up,24.107142857142858,5.511282573733958,8.704570421235221,,
2019-06-21,GLDRUB_TOM,SELL,1,2834.8214285714284,72.32142857142844,take_profit,2782.5714285714284,2834.8214285714284,0.7899999999999999,2,2,75.17123287671232,2747.125,2698.43,31.614947394423325,26.764072804644968,,,4.850874589778357,2.150951336821482,2762.5,2019-06-17
2019-07-01,GLDRUB_TOM,BUY,1,2817.0,0.0,signal,2754.1428571428573,2911.285714285714,0.69,3,0,51.7037037037037,2802.15,2716.11,38.03165464105405,36.330423601654196,up,31.428571428571427,1.7012310393998504,5.733076942587999,,
2019-07-19,GLDRUB_TOM,SELL,1,2907.0,90.0,signal,2863.5714285714284,2911.285714285714,1.0,1,5,73.4375,2860.55,2777.99,27.098143448243718,27.955373129754882,,,-0.8572296815111642,-3.1105452506497393,2817.0,2019-07-01
2019-08-27,GLDRUB_TOM,BUY,1,3299.5,0.0,signal,3214.714285714286,3426.6785714285716,0.85,3,1,68.65497076023392,3145.65,2975.46,85.0423862206303,83.15576377964814,up,42.392857142857146,1.8866224409821655,-1.2925048906692638,,
2019-08-30,GLDRUB_TOM,SELL,1,3228.4285714285716,-71.07142857142844,stop_loss,3228.4285714285716,3426.6785714285716,0.52,1,2,61.24852767962309,3195.25,3004.49,83.56568970240824,84.40077133452976,,,-0.8350816321215291,1.9313506187729956,3299.5,2019-08-27
