date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,macd_hist,macd_hist_prev,entry_price,entry_date
2018-11-27,CNYRUB_TOM,BUY,227,9.6676,0.0,signal,9.468642857142857,9.966035714285715,0.6,2.0,0.0,54.574406485234455,9.57298,9.560502,0.006949635541012356,-0.0017315807209006347,up,0.09947857142857153,0.00868121626191299,,,
2018-12-20,CNYRUB_TOM,SELL,227,9.7469,18.001099999999983,stop_loss,9.763399999999999,9.966035714285715,0.0,2.0,3.0,72.82377919320597,9.67467,9.583450000000001,0.050710107667015336,0.030078478801639864,,,0.020631628865375472,0.007095270516560153,9.6676,2018-11-27
2019-08-15,CNYRUB_TOM,BUY,235,9.37,0.0,signal,9.199285714285715,9.626071428571427,0.7,2.0,0.0,62.773109243697554,9.236695000000001,9.225798,0.025706689269306082,0.00864694859109326,up,0.08535714285714249,0.017059740678212823,,,
2019-08-22,CNYRUB_TOM,SELL,235,9.2885,-19.152499999999613,stop_loss,9.2885,9.626071428571427,0.0,2.0,0.0,43.07733910221745,9.28419,9.228764,0.03484265635965045,0.03129650607079727,,,0.0035461502888531754,0.014193594319295826,9.37,2019-08-15
2019-11-19,CNYRUB_TOM,BUY,242,9.0818,0.0,signal,8.981971428571429,9.231542857142857,0.6,2.0,0.0,55.69040531257152,9.08628,9.081038,0.007265174595923796,0.006329450108307539,up,0.04991428571428574,0.000935724487616257,,,
2019-12-03,CNYRUB_TOM,SELL,242,9.070485714285715,-2.7380571428569027,stop_loss,9.070485714285715,9.231542857142857,0.0,1.0,2.0,36.417805818436605,9.11043,9.082154000000001,0.004378990466308963,0.0053046341934252115,,,-0.0009256437271162486,0.002540380420976215,9.0818,2019-11-19
2020-02-06,CNYRUB_TOM,BUY,242,9.0641,0.0,signal,8.883942857142857,9.334335714285714,0.6,2.0,0.0,58.768913342503446,8.97958,8.978494,0.028576907094002735,0.017803418370243598,up,0.09007857142857136,0.010773488723759137,,,
2020-02-26,CNYRUB_TOM,SELL,242,9.334335714285714,65.39704285714294,take_profit,9.137242857142857,9.334335714285714,0.0,2.0,2.0,69.28336980306352,9.10338,8.99242,0.059641065415716454,0.04196273733701353,,,0.017678328078702926,0.010345095297032723,9.0641,2020-02-06
2021-01-26,CNYRUB_TOM,BUY,190,11.605,0.0,signal,11.386985714285714,11.932021428571428,0.6,2.0,0.0,57.38724727838268,11.442255,11.441614,0.03188924592232212,0.007061198480559696,up,0.1090071428571427,0.024828047441762424,,,
2021-02-05,CNYRUB_TOM,SELL,190,11.577399999999999,-5.244000000000266,stop_loss,11.577399999999999,11.932021428571428,0.0,2.0,0.0,62.080766598220364,11.557075000000001,11.459613999999998,0.0749236852329318,0.06847291570521584,,,0.006450769527715963,0.02189147590243784,11.605,2021-01-26
