date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,entry_price,entry_date
2025-03-06 00:00:00+00:00,MOEX,BUY,4,216.27,0.0,signal,203.44285714285715,235.5107142857143,0.7,3,1,23.044449962751486,227.30649999999997,212.3764,2.042672274760662,4.305033674377443,up,6.413571428571428,,
2025-03-20 00:00:00+00:00,MOEX,SELL,4,215.24,-4.1200000000000045,signal,204.59428571428572,235.5107142857143,0.5,0,3,36.83609366076528,216.03699999999998,216.16100000000003,-1.0195162705041412,-0.7981042264155245,,,216.27,2025-03-06 00:00:00+00:00
