date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,macd_hist,macd_hist_prev,entry_price,entry_date
2018-03-13,TATNP,BUY,2,418.7,0.0,signal,390.04285714285714,461.6857142857143,0.6,2,0,52.69709543568463,409.445,401.82,4.302271386151688,4.1617671112483565,up,14.328571428571435,0.14050427490333117,,,
2018-03-20,TATNP,SELL,2,404.8,-27.799999999999955,signal,390.04285714285714,461.6857142857143,0.55,0,1,38.425196850393704,412.9,405.86400000000003,1.6278638633972378,3.2195409123146845,,,-1.5916770489174468,,418.7,2018-03-13
2018-04-02,TATNP,BUY,4,423.0,0.0,signal,406.0571428571429,448.4142857142857,0.87,2,0,55.13126491646778,412.255,409.07399999999996,2.1269037722994426,1.6761443392845585,up,8.47142857142857,0.4507594330148841,,,
2018-04-09,TATNP,SELL,4,411.9428571428571,-44.22857142857151,stop_loss,411.9428571428571,448.4142857142857,0.69,2,0,57.72532188841199,414.15,409.86799999999994,3.089869348693071,2.8138033008939645,,,0.2760660477991066,,423.0,2018-04-02
2018-04-24,TATNP,BUY,2,445.0,0.0,signal,415.1857142857143,489.72142857142853,0.6,1,0,62.2198505869797,426.03000000000003,416.2,7.607485963704505,5.857451102984951,up,14.907142857142848,1.7500348607195537,,,
2018-05-14,TATNP,SELL,2,489.72142857142853,89.44285714285706,take_profit,465.3285714285715,489.72142857142853,0.0,2,2,75.05422993492408,458.985,432.48800000000006,14.614216318343324,12.821439327991243,,,1.7927769903520812,1.0246598368770208,445.0,2018-04-24
2018-05-22,TATNP,BUY,3,490.0,0.0,signal,462.91428571428577,530.6285714285714,0.72,2,0,66.44204851752022,476.7,442.57599999999996,16.208873430222468,15.63274567035022,up,13.542857142857128,0.5761277598722483,,,
2018-05-29,TATNP,SELL,3,464.20000000000005,-77.39999999999986,stop_loss,464.20000000000005,530.6285714285714,0.0,1,1,48.322147651006716,479.88,448.832,7.2141878279877005,12.229491181900972,,,-5.015303353913271,-4.019140478533714,490.0,2018-05-22
2018-06-20,TATNP,BUY,4,473.0,0.0,signal,454.22857142857146,501.15714285714284,0.82,2,0,57.429048414023356,467.6650000000001,465.486,0.9031203840510216,0.8580371392762771,up,9.385714285714284,0.04508324477474446,,,
2018-06-22,TATNP,SELL,4,466.4,-26.40000000000009,signal,455.51428571428573,501.15714285714284,0.85,0,2,50.59701492537311,466.96999999999997,467.55600000000004,0.757232765994388,0.8875862854168668,,,-0.13035351942247875,,473.0,2018-06-20
