date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,entry_price,entry_date
2024-05-13 00:00:00+00:00,SBER,BUY,3,314.85,0.0,signal,309.00857142857143,323.61214285714294,0.7,3,1,49.67228464419479,309.04200000000003,303.5552,2.427100580034903,2.291749854921046,up,2.920714285714301,,
2024-05-14 00:00:00+00:00,SBER,SELL,3,318.12,9.809999999999945,signal,312.95,323.61214285714294,0.9999999999999999,2,3,81.50322959483276,309.5485,304.01,2.8963976595234158,2.41267941584152,,,314.85,2024-05-13 00:00:00+00:00
2024-06-26 00:00:00+00:00,SBER,BUY,3,324.55,0.0,signal,312.65000000000003,342.40000000000003,0.7999999999999999,3,1,63.70990237099014,316.49899999999997,314.62440000000004,1.089845868242321,0.698487087097484,up,5.950000000000001,,
2024-07-09 00:00:00+00:00,SBER,SELL,3,319.2528571428571,-15.891428571428662,stop_loss,319.2528571428571,342.40000000000003,0.7499999999999999,1,3,67.28693710457767,320.957,317.69879999999995,2.2962042186513827,2.4656402689521286,,,324.55,2024-06-26 00:00:00+00:00
2025-03-28 00:00:00+00:00,SBER,BUY,3,308.04,0.0,signal,297.3957142857143,324.0064285714286,0.75,3,1,34.21774931381519,318.97799999999995,307.305,1.925522546836362,4.3276867433306165,up,5.322142857142865,,
2025-04-03 00:00:00+00:00,SBER,SELL,3,298.0242857142857,-30.047142857142887,stop_loss,298.0242857142857,324.0064285714286,0.0,2,1,28.813886210221767,315.12600000000003,310.24280000000005,-2.2235677738426034,0.14989249067401944,,,308.04,2025-03-28 00:00:00+00:00
2025-06-27 00:00:00+00:00,SBER,BUY,3,315.18,0.0,signal,308.43,325.305,0.6499999999999999,3,1,66.1691542288556,312.323,308.1662,1.2395923106717532,1.1780930351387715,up,3.375,,
2025-07-07 00:00:00+00:00,SBER,SELL,3,314.55,-1.8899999999999864,stop_loss,314.55,325.305,0.0,1,2,59.3381940549635,315.01149999999996,311.0118,2.0325415701370844,2.093870420150171,,,315.18,2025-06-27 00:00:00+00:00
2025-07-16 00:00:00+00:00,SBER,BUY,2,321.58,0.0,signal,312.46999999999997,335.245,0.6,3,0,53.345782757547425,315.717,312.3404,1.0960292818987227,0.6850469062606248,up,4.554999999999999,,
2025-07-18 00:00:00+00:00,SBER,SELL,2,300.45,-42.25999999999999,stop_loss,317.1857142857143,335.245,0.0,2,0,40.52975326560234,315.995,313.0616,1.1157644443521235,0.9698636477813474,,,321.58,2025-07-16 00:00:00+00:00
