date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,entry_price,entry_date
2024-04-18 00:00:00+00:00,YNDX,BUY,1,4193.0,0.0,signal,3993.214285714286,4492.678571428572,0.8499999999999999,3,2,66.20521172638436,3995.925,3696.28,124.944331603509,124.10569883095245,up,99.89285714285714,,
2024-04-22 00:00:00+00:00,YNDX,SELL,1,4087.3571428571427,-105.64285714285734,stop_loss,4087.3571428571427,4492.678571428572,0.9999999999999999,2,3,86.06837606837607,4030.35,3734.6,140.71487903467687,128.8765044046322,,,4193.0,2024-04-18 00:00:00+00:00
2025-02-10 00:00:00+00:00,YNDX,BUY,1,4217.0,0.0,signal,4025.1428571428573,4504.785714285715,0.6,3,0,60.84070796460177,4083.025,3781.4,94.53628241150182,93.88516040748316,up,95.92857142857143,,
2025-02-12 00:00:00+00:00,YNDX,SELL,1,4293.857142857143,76.85714285714312,stop_loss,4293.857142857143,4504.785714285715,0.9999999999999999,2,3,75.09353287012293,4113.45,3823.82,124.25116128306854,101.16815235110582,,,4217.0,2025-02-10 00:00:00+00:00
2025-06-24 00:00:00+00:00,YNDX,BUY,1,4106.0,0.0,signal,3949.4285714285716,4340.857142857143,0.6,3,0,42.26713532513181,4086.375,4058.17,-15.01608628635222,-16.683603232861262,up,78.28571428571429,,
2025-06-30 00:00:00+00:00,YNDX,SELL,1,4167.0,61.0,signal,4041.9285714285716,4340.857142857143,0.7499999999999999,1,3,71.55388471177945,4073.5,4079.15,20.105769329049508,4.333632516441732,,,4106.0,2025-06-24 00:00:00+00:00
2025-07-15 00:00:00+00:00,YNDX,BUY,1,4242.0,0.0,signal,4066.0,4506.0,0.6,3,0,55.71984435797666,4116.875,4096.69,4.4612015908087415,-1.3081816924571967,up,88.0,,
2025-07-26 00:00:00+00:00,YNDX,SELL,1,4269.0,27.0,signal,4216.5,4506.0,0.6499999999999999,1,3,68.02631578947368,4232.05,4152.56,56.421280439709335,59.724167014645644,,,4242.0,2025-07-15 00:00:00+00:00
2025-08-04 00:00:00+00:00,YNDX,BUY,1,4178.5,0.0,signal,4007.5,4435.0,0.7,3,1,23.180291153415453,4271.225,4156.2,-1.9723218737408388,22.445757991875613,up,85.5,,
2025-08-11 00:00:00+00:00,YNDX,SELL,1,4435.0,256.5,take_profit,4219.785714285715,4435.0,0.0,2,0,59.02061855670104,4285.375,4190.04,36.545960314862896,20.902264386035768,,,4178.5,2025-08-04 00:00:00+00:00
2025-11-20 00:00:00+00:00,YNDX,BUY,1,4172.0,0.0,signal,4016.5,4405.25,0.7999999999999999,3,1,61.47686832740214,4024.6,3954.07,11.603790343973742,3.164537692108393,up,77.75,,
2025-12-18 00:00:00+00:00,YNDX,SELL,1,4405.25,233.25,take_profit,4332.928571428572,4405.25,0.0,2,2,71.58730158730158,4271.25,4115.92,79.0341918130207,68.91994212145137,,,4172.0,2025-11-20 00:00:00+00:00
