date,symbol,action,qty,price,pnl,reason,stop_price,take_price,confidence,buy_signals,sell_signals,rsi,ma_short,ma_long,macd,macd_signal,trend,atr,macd_hist,macd_hist_prev,entry_price,entry_date
2019-07-17,SLVRUB_TOM,BUY,69,31.77,0.0,signal,31.227142857142855,32.58428571428571,0.7999999999999999,2,0,60.1694915254237,30.773500000000002,30.5068,0.0989972339093157,0.05370380161230532,up,0.27142857142857146,0.045293432297010376,-0.031409090467852466,,
2019-07-19,SLVRUB_TOM,SELL,69,32.64,60.03000000000007,take_profit,32.357142857142854,32.58428571428571,0.8999999999999999,0,2,73.11320754716976,30.976999999999997,30.6072,0.3402232765806801,0.13408649912740195,,,0.20613677745327813,0.11539401260710823,31.77,2019-07-17
2020-02-07,SLVRUB_TOM,BUY,61,36.25,0.0,signal,35.105714285714285,37.96642857142857,0.6,2,0,55.319148936170194,35.551,35.0294,0.23891418586370605,0.22211044233455912,up,0.572142857142857,0.01680374352914693,-0.015910595365305064,,
2020-02-12,SLVRUB_TOM,SELL,61,35.26428571428571,-60.12857142857154,stop_loss,35.26428571428571,37.96642857142857,0.0,0,0,49.41860465116278,35.673500000000004,35.008199999999995,0.23464181816612495,0.24443537904502988,,,-0.009793560878904928,0.05320348937577468,36.25,2020-02-07
2020-05-15,SLVRUB_TOM,BUY,56,39.14,0.0,signal,37.89714285714286,41.004285714285714,0.7,2,0,57.2713643178411,36.747,36.2664,0.3470033662858185,0.19926897107616778,up,0.6214285714285707,0.14773439520965073,-0.017304197387051412,,
2020-05-19,SLVRUB_TOM,SELL,56,40.4,70.55999999999989,signal,39.10714285714286,41.004285714285714,0.9999999999999999,0,2,73.19884726224794,37.123999999999995,36.4138,0.7742476762933137,0.37445803947604184,,,0.39978963681727187,0.30096663678222424,39.14,2020-05-15
2021-01-25,SLVRUB_TOM,BUY,28,61.93,0.0,signal,58.565714285714286,66.97642857142857,0.7999999999999999,2,0,27.024981074943227,62.12550000000001,60.07899999999999,0.1711491000871419,0.29002305858448607,up,1.682142857142858,-0.11887395849734417,-0.19045618606749776,,
2021-01-28,SLVRUB_TOM,SELL,28,61.87285714285714,-1.5999999999999943,stop_loss,61.87285714285714,66.97642857142857,0.7499999999999999,2,0,65.79203109815353,62.187,60.212799999999994,0.47750479127591205,0.3046642506919514,,,0.17284054058396064,-0.04513200486562352,61.93,2021-01-25
2021-02-19,SLVRUB_TOM,BUY,23,65.24,0.0,signal,61.675714285714285,70.58642857142857,0.7,2,0,29.553264604810963,64.70349999999999,62.556400000000004,0.6661862950950024,0.7996112094498611,up,1.7821428571428564,-0.1334249143548587,-0.17154535745551014,,
2021-02-26,SLVRUB_TOM,SELL,23,64.25714285714287,-22.605714285713944,stop_loss,64.25714285714287,70.58642857142857,0.0,0,0,44.78203434610305,65.2175,63.3954,0.5875437404307604,0.7104943755558759,,,-0.1229506351251155,-0.006134354540473952,65.24,2021-02-19
2022-04-14,SLVRUB_TOM,BUY,7,77.13,0.0,signal,67.81,91.10999999999999,0.6,2,0,56.489095459420795,70.2105,67.619,-0.12353048663973709,-0.26183939261074723,up,4.659999999999998,0.13830890597101014,-0.5956453341029082,,
2022-04-27,SLVRUB_TOM,SELL,7,69.99,-49.980000000000004,signal,67.81,91.10999999999999,0.6,0,3,58.08847271553115,70.7555,70.79180000000001,0.7827034196558174,0.8524025708827758,,,-0.06969915122695847,0.23293464085006566,77.13,2022-04-14
2023-07-03,SLVRUB_TOM,BUY,29,74.04,0.0,signal,71.18857142857144,78.31714285714285,0.7,2,0,54.177545691906,72.32000000000001,72.17519999999999,-0.029213504208215113,-0.13316893663095564,up,1.4257142857142842,0.10395543242274052,-0.06175177533126214,,
2023-07-06,SLVRUB_TOM,SELL,29,78.31714285714285,124.03714285714261,take_profit,72.80571428571429,78.31714285714285,0.0,0,0,64.92622020431325,72.9025,72.2098,0.6152427338162028,0.14811480933160942,,,0.46712792448459334,0.40783810458815667,74.04,2023-07-03
2023-08-02,SLVRUB_TOM,BUY,23,74.89,0.0,signal,71.76,79.585,0.6,2,0,49.317406143344726,74.0655,72.987,0.20959566377906924,0.18031402365913524,up,1.5649999999999997,0.029281640119934005,-0.052089872577630925,,
2023-08-04,SLVRUB_TOM,SELL,23,76.55,38.17999999999992,signal,73.71857142857142,79.585,0.9999999999999999,0,2,77.91095890410963,74.09450000000001,73.1636,0.46469332580387857,0.253887206835459,,,0.21080611896841955,0.08348661373687558,74.89,2023-08-02
2024-01-15,SLVRUB_TOM,BUY,30,72.89,0.0,signal,70.64857142857143,76.25214285714286,0.7,2,0,64.32038834951463,71.92049999999999,71.8828,0.20212122828429813,0.08411406960131385,up,1.1207142857142867,0.11800715868298428,0.09391366584193724,,
2024-01-29,SLVRUB_TOM,SELL,30,70.71428571428572,-65.27142857142834,stop_loss,70.71428571428572,76.25214285714286,0.0,0,1,35.60090702947855,72.208,71.792,-0.06582343268021873,0.10207339264708966,,,-0.16789682532730837,-0.1325924755218484,72.89,2024-01-15
2024-03-04,SLVRUB_TOM,BUY,30,72.92,0.0,signal,71.22571428571429,75.46142857142858,0.7999999999999999,2,0,59.54198473282442,71.9905,71.97399999999999,0.1544514327031976,0.03247949058346115,up,0.8471428571428591,0.12197194211973647,0.0871577311996208,,
2024-03-05,SLVRUB_TOM,SELL,30,75.46142857142858,76.24285714285747,take_profit,72.44714285714285,75.46142857142858,0.9999999999999999,0,2,72.42990654205614,72.123,72.0336,0.3259091913725882,0.09116543074128657,,,0.23474376063130165,0.12197194211973647,72.92,2024-03-04
